date,weekday,current_state,current_message,attempt_count,response_sizes,raw_html_exists,raw_html_size,historical_table_present,tbody_empty,equity_rows_present,prior_recommendation,previous_successful_local_date,next_successful_local_date,verification_category,confidence,evidence_type,evidence_source_url,evidence_summary,recommended_action
2020-05-22,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-05-21,2020-05-28,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-05-21 and 2020-05-28; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-05-25,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-05-21,2020-05-28,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-05-21 and 2020-05-28; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-05-26,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-05-21,2020-05-28,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-05-21 and 2020-05-28; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-05-27,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-05-21,2020-05-28,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-05-21 and 2020-05-28; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-07-31,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-07-30,2020-08-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-07-30 and 2020-08-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-08-14,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-08-13,2020-08-17,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-08-13 and 2020-08-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-10-30,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-10-29,2020-11-02,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-10-29 and 2020-11-02; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2020-12-25,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2020-12-24,2020-12-28,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/140396-1.pdf,Date appears in the official PSX 2020 holiday calendar. Local successful sessions bracket it on 2020-12-24 and 2020-12-28; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-02-05,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-02-04,2021-02-08,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/158530-1.pdf,Date appears in the official PSX 2021 holiday calendar. Local successful sessions bracket it on 2021-02-04 and 2021-02-08; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-03-23,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-03-22,2021-03-24,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/158530-1.pdf,Date appears in the official PSX 2021 holiday calendar. Local successful sessions bracket it on 2021-03-22 and 2021-03-24; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-07,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,PSX closure notice reported by Business Recorder,https://www.brecorder.com/news/40090705/psx-announces-eid-holidays,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-10,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,Official PSX Eid closure notice,https://dps.psx.com.pk/download/attachment/166764-1.pdf,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-11,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,Official PSX Eid closure notice,https://dps.psx.com.pk/download/attachment/166764-1.pdf,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-12,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,Official PSX Eid closure notice,https://dps.psx.com.pk/download/attachment/166764-1.pdf,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-13,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,Official PSX Eid closure notice,https://dps.psx.com.pk/download/attachment/166764-1.pdf,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-05-14,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-05-06,2021-05-17,CONFIRMED_NON_TRADING,high,Official PSX Eid closure notice,https://dps.psx.com.pk/download/attachment/166764-1.pdf,Official/reported PSX closure evidence covers this Eid shutdown date. Local successful sessions bracket it on 2021-05-06 and 2021-05-17; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-07-20,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-07-19,2021-07-23,CONFIRMED_NON_TRADING,high,Official PSX Eid-ul-Azha closure notice,https://dps.psx.com.pk/download/attachment/169420-1.pdf,Official PSX notice explicitly covers this Eid-ul-Azha closure date. Local successful sessions bracket it on 2021-07-19 and 2021-07-23; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-07-21,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-07-19,2021-07-23,CONFIRMED_NON_TRADING,high,Official PSX Eid-ul-Azha closure notice,https://dps.psx.com.pk/download/attachment/169420-1.pdf,Official PSX notice explicitly covers this Eid-ul-Azha closure date. Local successful sessions bracket it on 2021-07-19 and 2021-07-23; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-07-22,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-07-19,2021-07-23,CONFIRMED_NON_TRADING,high,Official PSX Eid-ul-Azha closure notice,https://dps.psx.com.pk/download/attachment/169420-1.pdf,Official PSX notice explicitly covers this Eid-ul-Azha closure date. Local successful sessions bracket it on 2021-07-19 and 2021-07-23; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-08-18,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-08-17,2021-08-20,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/158530-1.pdf,Date appears in the official PSX 2021 holiday calendar. Local successful sessions bracket it on 2021-08-17 and 2021-08-20; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2021-08-19,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2021-08-17,2021-08-20,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/158530-1.pdf,Date appears in the official PSX 2021 holiday calendar. Local successful sessions bracket it on 2021-08-17 and 2021-08-20; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-03-23,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-03-22,2022-03-24,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-03-22 and 2022-03-24; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-04-29,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-04-28,2022-05-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-04-28 and 2022-05-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-05-02,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-04-28,2022-05-06,LIKELY_NON_TRADING,medium,Official Government of Pakistan holiday notification,https://www.cabinet.gov.pk/SiteImage/Misc/files/Holidays/public-holidays-year-2022-E.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2022-04-28 and 2022-05-06 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2022-05-03,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-04-28,2022-05-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-04-28 and 2022-05-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-05-04,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-04-28,2022-05-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-04-28 and 2022-05-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-05-05,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-04-28,2022-05-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-04-28 and 2022-05-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-07-08,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-07-07,2022-07-13,LIKELY_NON_TRADING,medium,Official Government of Pakistan holiday notification,https://www.cabinet.gov.pk/SiteImage/Misc/files/Holidays/public-holidays-year-2022-E.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2022-07-07 and 2022-07-13 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2022-07-11,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-07-07,2022-07-13,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-07-07 and 2022-07-13; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-07-12,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-07-07,2022-07-13,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-07-07 and 2022-07-13; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-08-08,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-08-05,2022-08-10,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/180241-1.pdf,Date appears in the official PSX 2022 holiday calendar. Local successful sessions bracket it on 2022-08-05 and 2022-08-10; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2022-08-09,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-08-05,2022-08-10,LIKELY_NON_TRADING,medium,Official Government of Pakistan holiday notification,https://www.cabinet.gov.pk/SiteImage/Misc/files/Holidays/public-holidays-year-2022-E.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2022-08-05 and 2022-08-10 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2022-11-09,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2022-11-08,2022-11-10,LIKELY_NON_TRADING,medium,Official Government of Pakistan holiday notification,https://www.cabinet.gov.pk/SiteImage/Misc/files/Holidays/public-holidays-year-2022-E.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2022-11-08 and 2022-11-10 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2023-03-23,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-03-22,2023-03-24,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-03-22 and 2023-03-24; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-04-14,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-04-13,2023-04-17,LIKELY_TRADING_GAP,medium,Official PSX-hosted dated market filing,https://dps.psx.com.pk/download/document/205776.pdf,Not listed in the official PSX 2023 holiday calendar; an official PSX-hosted filing is dated 14 April 2023. Local successful sessions bracket it on 2023-04-13 and 2023-04-17.,Investigate missing session data; retry temporary and compare official index/settlement records.
2023-04-21,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-04-20,2023-04-26,CONFIRMED_NON_TRADING,high,PSX notice reported by Business Recorder,https://www.brecorder.com/news/40237610/eid-holidays-psx-to-remain-closed-from-april-21-to-april-25,PSX notice explicitly covers the extended Eid-ul-Fitr closure through 25 April. Local successful sessions bracket it on 2023-04-20 and 2023-04-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-04-24,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-04-20,2023-04-26,CONFIRMED_NON_TRADING,high,PSX notice reported by Business Recorder,https://www.brecorder.com/news/40237610/eid-holidays-psx-to-remain-closed-from-april-21-to-april-25,PSX notice explicitly covers the extended Eid-ul-Fitr closure through 25 April. Local successful sessions bracket it on 2023-04-20 and 2023-04-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-04-25,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-04-20,2023-04-26,CONFIRMED_NON_TRADING,high,PSX notice reported by Business Recorder,https://www.brecorder.com/news/40237610/eid-holidays-psx-to-remain-closed-from-april-21-to-april-25,PSX notice explicitly covers the extended Eid-ul-Fitr closure through 25 April. Local successful sessions bracket it on 2023-04-20 and 2023-04-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-05-01,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-04-28,2023-05-02,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-04-28 and 2023-05-02; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-06-28,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-06-27,2023-07-03,CONFIRMED_NON_TRADING,high,Official NCCPL settlement revision hosted by PSX,https://dps.psx.com.pk/download/attachment/211198-1.pdf,Official NCCPL schedule hosted by PSX labels 28 June a non-trading day. Local successful sessions bracket it on 2023-06-27 and 2023-07-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-06-29,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-06-27,2023-07-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-06-27 and 2023-07-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-06-30,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-06-27,2023-07-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-06-27 and 2023-07-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-07-28,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-07-27,2023-07-31,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-07-27 and 2023-07-31; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-08-14,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-08-11,2023-08-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-08-11 and 2023-08-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-09-29,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-09-28,2023-10-02,LIKELY_NON_TRADING,medium,Historical Pakistan public-holiday calendar,https://www.officeholidays.com/countries/pakistan/2023,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2023-09-28 and 2023-10-02 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2023-11-09,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-11-08,2023-11-10,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-11-08 and 2023-11-10; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2023-12-25,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2023-12-22,2023-12-26,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/199827-1.pdf,Date appears in the official PSX 2023 holiday calendar. Local successful sessions bracket it on 2023-12-22 and 2023-12-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-02-05,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-02-02,2024-02-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-02-02 and 2024-02-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-02-08,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-02-07,2024-02-09,LIKELY_NON_TRADING,medium,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2024-02-07 and 2024-02-09 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2024-04-05,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-04-04,2024-04-08,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-04-04 and 2024-04-08; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-04-10,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-04-09,2024-04-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-04-09 and 2024-04-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-04-11,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-04-09,2024-04-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-04-09 and 2024-04-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
